acquire,0,0,1
acquirement,0,1,0
acquisition,0,1,0
acquisitive,1,0,0
acquisitively,1,0,0
acquisitiveness,0,1,0
acquit,0,0,1
acquittal,0,1,0
acre,0,1,0
acreage,0,1,0
acrid,1,0,0
acridity,0,1,0
acridly,1,0,0
acridness,0,1,0
acrimonious,1,0,0
acrimoniously,1,0,0
acrimoniousness,0,1,0
acrimony,0,1,0
acrobat,0,1,0
acrobatic,1,0,0
acrobatically,1,0,0
acrobatics,0,1,0
acronym,0,1,0
acrophobia,0,1,0
acropolis,0,1,0
across,1,0,0
across,1,0,0
acrostic,0,1,0
acrylic,1,0,0
acrylic,0,1,0
act,0,1,0
act,0,0,1
acting,0,1,0
actinium,0,1,0
action,0,1,0
actionable,1,0,0
activate,0,0,1
activation,0,1,0
activator,0,1,0
active,1,0,0
active,0,1,0
actively,1,0,0
activeness,0,1,0
activism,0,1,0
activist,1,0,0
activist,0,1,0
activity,0,1,0
actor,0,1,0
actress,0,1,0
actual,1,0,0
-actual,0,1,0
actuality,0,1,0
actualization,0,1,0
actualize,0,0,1
actually,1,0,0
actuarial,1,0,0
actuary,0,1,0
actuate,0,0,1
actuation,0,1,0
actuator,0,1,0
acuity,0,1,0
acumen,0,1,0
acupressure,0,1,0
acupuncture,0,1,0
-acupuncture,0,0,1
acupuncturist,0,1,0
acute,1,0,0
acute,0,1,0
acutely,1,0,0
acuteness,0,1,0
acyclovir,0,1,0
ad,0,1,0
adage,0,1,0
adagio,1,0,0
adagio,0,1,0
adamant,1,0,0
adamant,0,1,0
adamantly,1,0,0
adapt,0,0,1
adaptability,0,1,0
adaptable,1,0,0
adaptation,0,1,0
adapter,0,1,0
adaptive,1,0,0
adaptor,0,1,0
add,0,0,1
addable,1,0,0
addend,0,1,0
addendum,0,1,0
adder,0,1,0
addible,1,0,0
addict,0,1,0
addict,0,0,1
addiction,0,1,0
addictive,1,0,0
addition,0,1,0
additional,1,0,0
additionally,1,0,0
additive,1,0,0
additive,0,1,0
addle,1,0,0
addle,0,0,1
address,0,1,0
address,0,0,1
addressee,0,1,0
adduce,0,0,1
adenine,0,1,0
adenoid,1,0,0
adenoid,0,1,0
adenoidal,1,0,0
adept,1,0,0
adept,0,1,0
adeptly,1,0,0
adeptness,0,1,0
adequacy,0,1,0
adequate,1,0,0
adequately,1,0,0
adequateness,0,1,0
adhere,0,0,1
adherence,0,1,0
adherent,1,0,0
adherent,0,1,0
adhesion,0,1,0
adhesive,1,0,0
adhesive,0,1,0
adhesiveness,0,1,0
adieu,0,1,0
adios,1,0,0
adipose,1,0,0
-adipose,0,1,0
adjacency,0,1,0
adjacent,1,0,0
adjacently,1,0,0
adjectival,1,0,0
adjectivally,1,0,0
adjective,1,0,0
adjective,0,1,0
adjoin,0,0,1
adjourn,0,0,1
adjournment,0,1,0
adjudge,0,0,1
adjudicate,0,0,1
adjudication,0,1,0
adjudicative,1,0,0
adjudicator,0,1,0
adjudicatory,1,0,0
adjunct,1,0,0
adjunct,0,1,0
adjuration,0,1,0
adjure,0,0,1
adjust,0,0,1
adjustable,1,0,0
adjuster,0,1,0
adjustment,0,1,0
adjustor,0,1,0
adjutant,0,1,0
adman,0,1,0
administer,0,0,1
administrate,0,0,1
administration,0,1,0
administrative,1,0,0
administratively,1,0,0
administrator,0,1,0
admirable,1,0,0
admirably,1,0,0
admiral,0,1,0
admiralty,0,1,0
admiration,0,1,0
admire,0,0,1
admirer,0,1,0
admiringly,1,0,0
admissibility,0,1,0
admissible,1,0,0
admissibly,1,0,0
admission,0,1,0
admit,0,0,1
admittance,0,1,0
admittedly,1,0,0
admix,0,0,1
admixture,0,1,0
admonish,0,0,1
admonishment,0,1,0
admonition,0,1,0
admonitory,1,0,0
ado,0,1,0
adobe,0,1,0
adolescence,0,1,0
adolescent,1,0,0
adolescent,0,1,0
adopt,0,0,1
adoptable,1,0,0
adopter,0,1,0
adoption,0,1,0
adoptive,1,0,0
adorable,1,0,0
adorableness,0,1,0
adorably,1,0,0
adoration,0,1,0
adore,0,0,1
adorer,0,1,0
adoringly,1,0,0
adorn,0,0,1
adornment,0,1,0
adrenal,1,0,0
adrenal,0,1,0
adrenalin,0,1,0
adrenaline,0,1,0
adrift,1,0,0
adroit,1,0,0
adroitly,1,0,0
adroitness,0,1,0
adsorb,0,0,1
adsorbent,1,0,0
adsorbent,0,1,0
adsorption,0,1,0
adulate,0,0,1
adulation,0,1,0
adulator,0,1,0
adulatory,1,0,0
adult,1,0,0
adult,0,1,0
adulterant,1,0,0
adulterant,0,1,0
-adulterate,1,0,0
adulterate,0,0,1
adulteration,0,1,0
adulterer,0,1,0
adulteress,0,1,0
adulterous,1,0,0
adultery,0,1,0
adulthood,0,1,0
adumbrate,0,0,1
adumbration,0,1,0
advance,1,0,0
advance,0,1,0
advance,0,0,1
advancement,0,1,0
advantage,0,1,0
advantage,0,0,1
advantageous,1,0,0
advantageously,1,0,0
advent,0,1,0
adventitious,1,0,0
adventitiously,1,0,0
adventure,0,1,0
adventure,0,0,1
adventurer,0,1,0
adventuresome,1,0,0
adventuress,0,1,0
adventurous,1,0,0
adventurously,1,0,0
adventurousness,0,1,0
adverb,0,1,0
adverbial,1,0,0
adverbial,0,1,0
adverbially,1,0,0
adversarial,1,0,0
adversary,0,1,0
adverse,1,0,0
adversely,1,0,0
adverseness,0,1,0
adversity,0,1,0
advert,0,1,0
advert,0,0,1
advertise,0,0,1
advertisement,0,1,0
advertiser,0,1,0
advertising,0,1,0
advertize,0,0,1
advertizement,0,1,0
advertorial,0,1,0
advice,0,1,0
advisability,0,1,0
advisable,1,0,0
advisably,1,0,0
advise,0,0,1
advisedly,1,0,0
advisement,0,1,0
adviser,0,1,0
advisor,0,1,0
advisory,1,0,0
advisory,0,1,0
advocacy,0,1,0
advocate,0,1,0
advocate,0,0,1
adz,0,1,0
-adz,0,0,1
adze,0,1,0
-adze,0,0,1
aegis,0,1,0
aeon,0,1,0
aerate,0,0,1
aeration,0,1,0
aerator,0,1,0
aerial,1,0,0
aerial,0,1,0
aerialist,0,1,0
aerially,1,0,0
aerie,0,1,0
aerobatic,1,0,0
aerobatics,0,1,0
aerobic,1,0,0
aerobically,1,0,0
aerobics,0,1,0
aerodrome,0,1,0
aerodynamic,1,0,0
aerodynamically,1,0,0
aerodynamics,0,1,0
aeronautic,1,0,0
aeronautical,1,0,0
aeronautics,0,1,0
aeroplane,0,1,0
aerosol,0,1,0
aerospace,0,1,0
aery,1,0,0
aery,0,1,0
aesthete,0,1,0
aesthetic,1,0,0
-aesthetic,0,1,0
aesthetically,1,0,0
aestheticism,0,1,0
aesthetics,0,1,0
afar,1,0,0
-afar,0,1,0
affability,0,1,0
affable,1,0,0
affably,1,0,0
affair,0,1,0
affect,0,1,0
affect,0,0,1
affectation,0,1,0
affectedly,1,0,0
affectingly,1,0,0
affection,0,1,0
affectionate,1,0,0
affectionately,1,0,0
afferent,1,0,0
-afferent,0,1,0
-affiance,0,1,0
affiance,0,0,1
affidavit,0,1,0
affiliate,0,1,0
affiliate,0,0,1
affiliation,0,1,0
affinity,0,1,0
affirm,0,0,1
affirmation,0,1,0
affirmative,1,0,0
affirmative,0,1,0
affirmatively,1,0,0
affix,0,1,0
affix,0,0,1
afflatus,0,1,0
afflict,0,0,1
affliction,0,1,0
affluence,0,1,0
affluent,1,0,0
-affluent,0,1,0
affluently,1,0,0
afford,0,0,1
affordable,1,0,0
afforest,0,0,1
afforestation,0,1,0
affray,0,1,0
-affray,0,0,1
affront,0,1,0
affront,0,0,1
afghan,0,1,0
aficionado,0,1,0
afield,1,0,0
afire,1,0,0
aflame,1,0,0
afloat,1,0,0
aflutter,1,0,0
afoot,1,0,0
aforementioned,1,0,0
aforesaid,1,0,0
aforethought,1,0,0
-aforethought,0,1,0
afoul,1,0,0
afraid,1,0,0
afresh,1,0,0
aft,1,0,0
after,1,0,0
after,1,0,0
afterbirth,0,1,0
afterburner,0,1,0
aftercare,0,1,0
aftereffect,0,1,0
afterglow,0,1,0
afterimage,0,1,0
afterlife,0,1,0
aftermarket,1,0,0
aftermarket,0,1,0
aftermath,0,1,0
afternoon,1,0,0
afternoon,0,1,0
aftershave,0,1,0
aftershock,0,1,0
aftertaste,0,1,0
afterthought,0,1,0
afterward,1,0,0
afterwards,1,0,0
afterword,0,1,0
again,1,0,0
against,1,0,0
agape,1,0,0
agape,0,1,0
agar,0,1,0
agate,0,1,0
agave,0,1,0
age,0,1,0
age,0,0,1
-ageing,0,1,0
ageism,0,1,0
ageist,0,1,0
ageless,1,0,0
agelessly,1,0,0
agelessness,0,1,0
agency,0,1,0
agenda,0,1,0
agent,0,1,0
-agent,0,0,1
ageratum,0,1,0
agglomerate,1,0,0
agglomerate,0,1,0
agglomerate,0,0,1
agglomeration,0,1,0
agglutinate,1,0,0
agglutinate,0,0,1
agglutination,0,1,0
aggrandize,0,0,1
aggrandizement,0,1,0
aggravate,0,0,1
aggravatingly,1,0,0
aggravation,0,1,0
aggregate,1,0,0
aggregate,0,1,0
aggregate,0,0,1
aggregation,0,1,0
aggression,0,1,0
aggressive,1,0,0
aggressively,1,0,0
aggressiveness,0,1,0
aggressor,0,1,0
aggrieve,0,0,1
aghast,1,0,0
agile,1,0,0
agilely,1,0,0
agility,0,1,0
aging,0,1,0
agitate,0,0,1
agitation,0,1,0
agitator,0,1,0
agitprop,0,1,0
agleam,1,0,0
aglitter,1,0,0
aglow,1,0,0
agnostic,1,0,0
agnostic,0,1,0
agnosticism,0,1,0
ago,1,0,0
agog,1,0,0
agonize,0,0,1
agonizingly,1,0,0
agony,0,1,0
agoraphobia,0,1,0
agoraphobic,1,0,0
agoraphobic,0,1,0
agrarian,1,0,0
agrarian,0,1,0
agrarianism,0,1,0
agree,0,0,1
agreeable,1,0,0
agreeableness,0,1,0
agreeably,1,0,0
agreement,0,1,0
agribusiness,0,1,0
agricultural,1,0,0
agriculturalist,0,1,0
agriculturally,1,0,0
agriculture,0,1,0
agriculturist,0,1,0
agronomic,1,0,0
agronomics,0,1,0
agronomist,0,1,0
agronomy,0,1,0
aground,1,0,0
ague,0,1,0
ah,1,0,0
aha,1,0,0
ahead,1,0,0
ahem,1,0,0
ahoy,1,0,0
aid,0,1,0
aid,0,0,1
aide,0,1,0
aigrette,0,1,0
ail,0,0,1
aileron,0,1,0
ailment,0,1,0
aim,0,1,0
aim,0,0,1
aimless,1,0,0
aimlessly,1,0,0
aimlessness,0,1,0
air,1,0,0
air,0,1,0
air,0,0,1
airbag,0,1,0
airbase,0,1,0
airborne,1,0,0
airbrush,0,1,0
airbrush,0,0,1
airbus,0,1,0
aircraft,0,1,0
airdrop,0,1,0
airdrop,0,0,1
airfare,0,1,0
airfield,0,1,0
airflow,0,1,0
airfoil,0,1,0
airfreight,0,1,0
-airfreight,0,0,1
airhead,0,1,0
airily,1,0,0
airiness,0,1,0
airing,0,1,0
airless,1,0,0
airlessness,0,1,0
airlift,0,1,0
airlift,0,0,1
airline,1,0,0
airline,0,1,0
airliner,0,1,0
airlock,0,1,0
airmail,1,0,0
airmail,0,1,0
airmail,0,0,1
airman,0,1,0
airplane,0,1,0
airplay,0,1,0
airport,0,1,0
airship,0,1,0
airsick,1,0,0
airsickness,0,1,0
airspace,0,1,0
airstrike,0,1,0
airstrip,0,1,0
airtight,1,0,0
airtime,0,1,0
airwaves,0,1,0
airway,0,1,0
airworthiness,0,1,0
airworthy,1,0,0
airy,1,0,0
aisle,0,1,0
aitch,0,1,0
ajar,1,0,0
akimbo,1,0,0
akin,1,0,0
alabaster,1,0,0
alabaster,0,1,0
alack,1,0,0
alacrity,0,1,0
alarm,0,1,0
alarm,0,0,1
alarmingly,1,0,0
alarmist,1,0,0
alarmist,0,1,0
alas,1,0,0
alas,1,0,0
alb,0,1,0
albacore,0,1,0
albatross,0,1,0
albeit,1,0,0
albinism,0,1,0
albino,1,0,0
albino,0,1,0
album,0,1,0
albumen,0,1,0
albumin,0,1,0
albuminous,1,0,0
alchemist,0,1,0
alchemy,0,1,0
alcohol,0,1,0
alcoholic,1,0,0
alcoholic,0,1,0
alcoholically,1,0,0
alcoholism,0,1,0
alcove,0,1,0
alder,0,1,0
alderman,0,1,0
alderwoman,0,1,0
ale,0,1,0
aleatory,1,0,0
alehouse,0,1,0
alembic,0,1,0
alert,1,0,0
alert,0,1,0
alert,0,0,1
alertly,1,0,0
alertness,0,1,0
alewife,0,1,0
alfalfa,0,1,0
alfresco,1,0,0
alga,0,1,0
algal,1,0,0
algebra,0,1,0
algebraic,1,0,0
algebraically,1,0,0
algorithm,0,1,0
algorithmic,1,0,0
alias,1,0,0
alias,0,1,0
alias,0,0,1
alibi,0,1,0
alibi,0,0,1
alien,1,0,0
alien,0,1,0
alienable,1,0,0
alienate,0,0,1
alienation,0,1,0
alienist,0,1,0
alight,1,0,0
alight,0,0,1
align,0,0,1
aligner,0,1,0
alignment,0,1,0
alike,1,0,0
aliment,0,1,0
aliment,0,0,1
alimentary,1,0,0
alimony,0,1,0
aline,0,0,1
alinement,0,1,0
alive,1,0,0
aliveness,0,1,0
aliyah,0,1,0
alkali,0,1,0
alkaline,1,0,0
alkalinity,0,1,0
alkalize,0,0,1
alkaloid,0,1,0
alkyd,0,1,0
all,1,0,0
all,0,1,0
allay,0,0,1
allegation,0,1,0
allege,0,0,1
allegedly,1,0,0
allegiance,0,1,0
allegoric,1,0,0
allegorical,1,0,0
allegorically,1,0,0
allegorist,0,1,0
allegory,0,1,0
allegretto,1,0,0
allegretto,0,1,0
allegro,1,0,0
allegro,0,1,0
allele,0,1,0
alleluia,0,1,0
allergen,0,1,0
allergenic,1,0,0
allergic,1,0,0
allergically,1,0,0
allergist,0,1,0
allergy,0,1,0
alleviate,0,0,1
alleviation,0,1,0
alley,0,1,0
alleyway,0,1,0
alliance,0,1,0
alligator,0,1,0
-alligator,0,0,1
alliterate,0,0,1
alliteration,0,1,0
alliterative,1,0,0
alliteratively,1,0,0
allocate,0,0,1
allocation,0,1,0
allot,0,0,1
allotment,0,1,0
allover,1,0,0
-allover,0,1,0
allow,0,0,1
allowable,1,0,0
allowably,1,0,0
allowance,0,1,0
-allowance,0,0,1
alloy,0,1,0
alloy,0,0,1
allspice,0,1,0
allude,0,0,1
allure,0,1,0
allure,0,0,1
allurement,0,1,0
alluringly,1,0,0
allusion,0,1,0
allusive,1,0,0
allusively,1,0,0
allusiveness,0,1,0
alluvial,1,0,0
alluvial,0,1,0
alluvium,0,1,0
ally,0,1,0
ally,0,0,1
almanac,0,1,0
almighty,1,0,0
almond,0,1,0
almoner,0,1,0
almost,1,0,0
alms,0,1,0
almshouse,0,1,0
aloe,0,1,0
aloft,1,0,0
aloha,0,1,0
alone,1,0,0
along,1,0,0
along,1,0,0
alongshore,1,0,0
alongside,1,0,0
alongside,1,0,0
aloof,1,0,0
aloofly,1,0,0
aloofness,0,1,0
aloud,1,0,0
alp,0,1,0
alpaca,0,1,0
-alpha,1,0,0
alpha,0,1,0
alphabet,0,1,0
alphabetic,1,0,0
alphabetical,1,0,0
alphabetically,1,0,0
alphabetization,0,1,0
alphabetize,0,0,1
alphabetizer,0,1,0
alphanumeric,1,0,0
alphanumerical,1,0,0
alphanumerically,1,0,0
alpine,1,0,0
already,1,0,0
alright,1,0,0
also,1,0,0
altar,0,1,0
altarpiece,0,1,0
alter,0,0,1
alterable,1,0,0
alteration,0,1,0
altercation,0,1,0
alternate,1,0,0
alternate,0,1,0
alternate,0,0,1
alternately,1,0,0
alternation,0,1,0
alternative,1,0,0
alternative,0,1,0
alternatively,1,0,0
alternator,0,1,0
altho,1,0,0
although,1,0,0
although,1,0,0
altimeter,0,1,0
altitude,0,1,0
alto,1,0,0
alto,0,1,0
altogether,1,0,0
-altogether,0,1,0
altruism,0,1,0
altruist,0,1,0
altruistic,1,0,0
altruistically,1,0,0
alum,0,1,0
alumina,0,1,0
aluminium,0,1,0
-aluminum,1,0,0
aluminum,0,1,0
alumna,0,1,0
alumnus,0,1,0
always,1,0,0
amalgam,0,1,0
amalgamate,0,0,1
amalgamation,0,1,0
amanuensis,0,1,0
amaranth,0,1,0
amaretto,0,1,0
amaryllis,0,1,0
amass,0,0,1
amateur,1,0,0
amateur,0,1,0
amateurish,1,0,0
amateurishly,1,0,0
amateurishness,0,1,0
amateurism,0,1,0
amatory,1,0,0
amaze,0,1,0
amaze,0,0,1
amazement,0,1,0
amazingly,1,0,0
amazon,0,1,0
amazonian,1,0,0
ambassador,0,1,0
ambassadorial,1,0,0
ambassadorship,0,1,0
ambassadress,0,1,0
amber,1,0,0
amber,0,1,0
ambergris,0,1,0
ambiance,0,1,0
ambidexterity,0,1,0
ambidextrous,1,0,0
ambidextrously,1,0,0
ambience,0,1,0
ambient,1,0,0
-ambient,0,1,0
ambiguity,0,1,0
ambiguous,1,0,0
ambiguously,1,0,0
ambition,0,1,0
-ambition,0,0,1
ambitious,1,0,0
ambitiously,1,0,0
ambitiousness,0,1,0
ambivalence,0,1,0
ambivalent,1,0,0
ambivalently,1,0,0
amble,0,1,0
amble,0,0,1
ambler,0,1,0
ambrosia,0,1,0
ambrosial,1,0,0
ambulance,0,1,0
ambulant,1,0,0
ambulate,0,0,1
ambulation,0,1,0
ambulatory,1,0,0
ambulatory,0,1,0
ambuscade,0,1,0
ambuscade,0,0,1
ambush,0,1,0
ambush,0,0,1
ameba,0,1,0
amebic,1,0,0
ameboid,1,0,0
ameliorate,0,0,1
amelioration,0,1,0
ameliorative,1,0,0
amen,1,0,0
-amen,0,1,0
amenability,0,1,0
amenable,1,0,0
amenably,1,0,0
amend,0,0,1
amendable,1,0,0
amendment,0,1,0
amenity,0,1,0
amerce,0,0,1
amercement,0,1,0
americium,0,1,0
amethyst,1,0,0
amethyst,0,1,0
amiability,0,1,0
amiable,1,0,0
amiably,1,0,0
amicability,0,1,0
amicable,1,0,0
amicably,1,0,0
amid,1,0,0
amide,0,1,0
amidship,1,0,0
amidships,1,0,0
amidst,1,0,0
amigo,0,1,0
amir,0,1,0
amiss,1,0,0
amity,0,1,0
ammeter,0,1,0
ammo,0,1,0
ammonia,0,1,0
ammunition,0,1,0
amnesia,0,1,0
amnesiac,1,0,0
amnesiac,0,1,0
amnesic,1,0,0
amnesic,0,1,0
amnesty,0,1,0
amnesty,0,0,1
amniocentesis,0,1,0
amnion,0,1,0
amniotic,1,0,0
amoeba,0,1,0
amoebic,1,0,0
amok,1,0,0
-amok,0,1,0
among,1,0,0
amongst,1,0,0
amontillado,0,1,0
amoral,1,0,0
amorality,0,1,0
amorally,1,0,0
amorous,1,0,0
amorously,1,0,0
amorousness,0,1,0
amorphous,1,0,0
amorphously,1,0,0
amorphousness,0,1,0
amortization,0,1,0
amortize,0,0,1
amount,0,1,0
amount,0,0,1
amour,0,1,0
amp,0,1,0
amperage,0,1,0
ampere,0,1,0
ampersand,0,1,0
amphetamine,0,1,0
amphibian,1,0,0
amphibian,0,1,0
amphibious,1,0,0
amphibiously,1,0,0
amphitheater,0,1,0
amphitheatre,0,1,0
amphora,0,1,0
ample,1,0,0
amplification,0,1,0
amplifier,0,1,0
amplify,0,0,1
amplitude,0,1,0
amply,1,0,0
ampoule,0,1,0
ampul,0,1,0
ampule,0,1,0
amputate,0,0,1
amputation,0,1,0
amputee,0,1,0
amuck,1,0,0
-amuck,0,1,0
amulet,0,1,0
amuse,0,0,1
amusement,0,1,0
amusingly,1,0,0
amylase,0,1,0
an,1,0,0
anabolism,0,1,0
anachronism,0,1,0
anachronistic,1,0,0
anachronistically,1,0,0
anaconda,0,1,0
anaemia,0,1,0
anaemic,1,0,0
anaerobe,0,1,0
anaerobic,1,0,0
anaerobically,1,0,0
anaesthesia,0,1,0
anaesthetic,1,0,0
anaesthetic,0,1,0
anaesthetist,0,1,0
anaesthetize,0,0,1
anagram,0,1,0
-anagram,0,0,1
anal,1,0,0
analgesia,0,1,0
analgesic,1,0,0
analgesic,0,1,0
anally,1,0,0
analog,1,0,0
analog,0,1,0
analogical,1,0,0
analogically,1,0,0
analogize,0,0,1
analogous,1,0,0
analogously,1,0,0
analogousness,0,1,0
analogue,1,0,0
analogue,0,1,0
analogy,0,1,0
analysand,0,1,0
analyse,0,0,1
analysis,0,1,0
analyst,0,1,0
analytic,1,0,0
analytical,1,0,0
analytically,1,0,0
analyzable,1,0,0
analyze,0,0,1
analyzer,0,1,0
anapaest,0,1,0
anapest,0,1,0
anapestic,1,0,0
anapestic,0,1,0
anarchic,1,0,0
anarchically,1,0,0
anarchism,0,1,0
anarchist,0,1,0
anarchistic,1,0,0
anarchy,0,1,0
